genome_id	source_category	fasta_path	GCA	BioSample	ST	country	year	assembly_status	is_ST50	notes
GCF_040011175.1	background		GCF_040011175.1	SAMN41518073		China:Huzhou	2022	current	NO	source:NCBI_background
GCF_040011205.1	background		GCF_040011205.1	SAMN41518084		China:Huzhou	2022	current	NO	source:NCBI_background
GCF_040446065.1	background		GCF_040446065.1	SAMN40198115		Mexico: Reynosa	2023	current	NO	source:NCBI_background
GCF_040530925.1	background		GCF_040530925.1	SAMN41598887		Thailand	2023	current	NO	source:NCBI_background
GCF_041447405.1	background		GCF_041447405.1	SAMN29328448		China: Shanghai	2019	current	NO	source:NCBI_background
GCF_041447425.1	background		GCF_041447425.1	SAMN29328449		China: Shanghai	2019	current	NO	source:NCBI_background
GCF_041447445.1	background		GCF_041447445.1	SAMN29328524		China: Shanghai	2021	current	NO	source:NCBI_background
GCF_041447465.1	background		GCF_041447465.1	SAMN29328588		China: Shanghai	2021	current	NO	source:NCBI_background
GCF_041447475.1	background		GCF_041447475.1	SAMN29328586		China: Shanghai	2021	current	NO	source:NCBI_background
GCF_041447505.1	background		GCF_041447505.1	SAMN29328587		China: Shanghai	2021	current	NO	source:NCBI_background
GCF_043422515.1	background		GCF_043422515.1	SAMN32650238		China: Qingdao	2019	current	NO	source:NCBI_background
GCF_043497055.1	background		GCF_043497055.1	SAMN39706862		Mexico: San Ignacio Rio Muerto, Sonora	2021	current	NO	source:NCBI_background
GCF_043497065.1	background		GCF_043497065.1	SAMN39706865		Mexico: San Ignacio Rio Muerto, Sonora	2021	current	NO	source:NCBI_background
GCF_043497075.1	background		GCF_043497075.1	SAMN39706863		Mexico: San Ignacio Rio Muerto, Sonora	2021	current	NO	source:NCBI_background
GCF_043497095.1	background		GCF_043497095.1	SAMN39706864		Mexico: San Ignacio Rio Muerto, Sonora	2021	current	NO	source:NCBI_background
GCF_043643805.1	background		GCF_043643805.1	SAMN43783629		China: Qingdao	2019	current	NO	source:NCBI_background
GCF_045278325.1	background		GCF_045278325.1	SAMN35979061		China: Nanjing	2021	current	NO	source:NCBI_background
GCF_045445245.1	background		GCF_045445245.1	SAMN42940272		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445275.1	background		GCF_045445275.1	SAMN42940270		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445295.1	background		GCF_045445295.1	SAMN42940269		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445315.1	background		GCF_045445315.1	SAMN42940271		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445335.1	background		GCF_045445335.1	SAMN42940267		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445355.1	background		GCF_045445355.1	SAMN42940268		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445375.1	background		GCF_045445375.1	SAMN42940266		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445395.1	background		GCF_045445395.1	SAMN42940265		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445415.1	background		GCF_045445415.1	SAMN42940263		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445435.1	background		GCF_045445435.1	SAMN42940264		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445455.1	background		GCF_045445455.1	SAMN42940262		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445475.1	background		GCF_045445475.1	SAMN42940260		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445495.1	background		GCF_045445495.1	SAMN42940258		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445515.1	background		GCF_045445515.1	SAMN42940257		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445525.1	background		GCF_045445525.1	SAMN42940259		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445555.1	background		GCF_045445555.1	SAMN42940256		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445575.1	background		GCF_045445575.1	SAMN42940254		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445595.1	background		GCF_045445595.1	SAMN42940255		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445615.1	background		GCF_045445615.1	SAMN42940252		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445635.1	background		GCF_045445635.1	SAMN42940253		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445655.1	background		GCF_045445655.1	SAMN42940251		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445675.1	background		GCF_045445675.1	SAMN42940250		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445695.1	background		GCF_045445695.1	SAMN42940247		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445715.1	background		GCF_045445715.1	SAMN42940248		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445735.1	background		GCF_045445735.1	SAMN42940246		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445755.1	background		GCF_045445755.1	SAMN42940249		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445775.1	background		GCF_045445775.1	SAMN42940245		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445795.1	background		GCF_045445795.1	SAMN42940244		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445815.1	background		GCF_045445815.1	SAMN42940243		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445835.1	background		GCF_045445835.1	SAMN42940238		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445845.1	background		GCF_045445845.1	SAMN42940240		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445855.1	background		GCF_045445855.1	SAMN42940242		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045445895.1	background		GCF_045445895.1	SAMN42940237		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445915.1	background		GCF_045445915.1	SAMN42940241		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445935.1	background		GCF_045445935.1	SAMN42940235		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445945.1	background		GCF_045445945.1	SAMN42940234		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445975.1	background		GCF_045445975.1	SAMN42940233		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045445995.1	background		GCF_045445995.1	SAMN42940232		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045446015.1	background		GCF_045446015.1	SAMN42940236		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045446025.1	background		GCF_045446025.1	SAMN42940230		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045446055.1	background		GCF_045446055.1	SAMN42940229		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045446065.1	background		GCF_045446065.1	SAMN42940228		China: Changsha	2022	current	NO	source:NCBI_background
GCF_045446115.1	background		GCF_045446115.1	SAMN42934611		China: Changsha	2023	current	NO	source:NCBI_background
GCF_045446135.1	background		GCF_045446135.1	SAMN42940227		China: Changsha	2022	current	NO	source:NCBI_background
GCF_046118645.1	background		GCF_046118645.1	SAMN45231148		Ecuador: Santa Elena	2021	current	NO	source:NCBI_background
GCF_046118655.1	background		GCF_046118655.1	SAMN45230873		Ecuador: Santa Elena	2021	current	NO	source:NCBI_background
GCF_046532685.1	background		GCF_046532685.1	SAMN40717410		Israel: Ma'agan Michael	2023	current	NO	source:NCBI_background
GCF_048284885.2	background		GCF_048284885.2	SAMN46984514		Hong Kong: Central Ferry Pier No.9	2023	current	NO	source:NCBI_background
GCF_048284945.1	background		GCF_048284945.1	SAMN46982718		Hong Kong: Causeway Bay Typhoon Shelter	2021	current	NO	source:NCBI_background
GCF_048545335.1	background		GCF_048545335.1	SAMN43474420		China:Zhejiang	2020	suppressed	NO	source:NCBI_background
GCF_048545395.1	background		GCF_048545395.1	SAMN43474415		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545415.1	background		GCF_048545415.1	SAMN43474417		China:Zhejiang	2020	suppressed	NO	source:NCBI_background
GCF_048545435.1	background		GCF_048545435.1	SAMN43474418		China:Zhejiang	2020	suppressed	NO	source:NCBI_background
GCF_048545575.1	background		GCF_048545575.1	SAMN43474409		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545595.1	background		GCF_048545595.1	SAMN43474408		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545635.1	background		GCF_048545635.1	SAMN43474406		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545735.1	background		GCF_048545735.1	SAMN43474402		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545775.1	background		GCF_048545775.1	SAMN43474399		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545875.1	background		GCF_048545875.1	SAMN43474394		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545915.1	background		GCF_048545915.1	SAMN43474392		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545935.1	background		GCF_048545935.1	SAMN43474391		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048545955.1	background		GCF_048545955.1	SAMN43474390		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546015.1	background		GCF_048546015.1	SAMN43474387		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546035.1	background		GCF_048546035.1	SAMN43474386		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546055.1	background		GCF_048546055.1	SAMN43474385		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546095.1	background		GCF_048546095.1	SAMN43474383		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546115.1	background		GCF_048546115.1	SAMN43474381		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546155.1	background		GCF_048546155.1	SAMN43474380		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546175.1	background		GCF_048546175.1	SAMN43474378		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546215.1	background		GCF_048546215.1	SAMN43474377		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546235.1	background		GCF_048546235.1	SAMN43474376		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546255.1	background		GCF_048546255.1	SAMN43474375		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546295.1	background		GCF_048546295.1	SAMN43474372		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546355.1	background		GCF_048546355.1	SAMN43474370		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546395.1	background		GCF_048546395.1	SAMN43474369		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546435.1	background		GCF_048546435.1	SAMN43474366		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546455.1	background		GCF_048546455.1	SAMN43474365		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546475.1	background		GCF_048546475.1	SAMN43474364		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546495.1	background		GCF_048546495.1	SAMN43474363		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546515.1	background		GCF_048546515.1	SAMN43474362		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546575.1	background		GCF_048546575.1	SAMN43474358		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546655.1	background		GCF_048546655.1	SAMN43474355		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546695.1	background		GCF_048546695.1	SAMN43474354		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546895.1	background		GCF_048546895.1	SAMN43474352		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546915.1	background		GCF_048546915.1	SAMN43474350		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546955.1	background		GCF_048546955.1	SAMN43474347		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048546995.1	background		GCF_048546995.1	SAMN43474345		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547035.1	background		GCF_048547035.1	SAMN43474344		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547055.1	background		GCF_048547055.1	SAMN43474342		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547075.1	background		GCF_048547075.1	SAMN43474343		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547095.1	background		GCF_048547095.1	SAMN43474340		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547115.1	background		GCF_048547115.1	SAMN43474341		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547135.1	background		GCF_048547135.1	SAMN43474337		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547155.1	background		GCF_048547155.1	SAMN43474338		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547175.1	background		GCF_048547175.1	SAMN43474339		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547195.1	background		GCF_048547195.1	SAMN43474335		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547215.1	background		GCF_048547215.1	SAMN43474336		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547255.1	background		GCF_048547255.1	SAMN43474334		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547275.1	background		GCF_048547275.1	SAMN43474332		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547295.1	background		GCF_048547295.1	SAMN43474330		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547315.1	background		GCF_048547315.1	SAMN43474331		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547355.1	background		GCF_048547355.1	SAMN43474329		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547375.1	background		GCF_048547375.1	SAMN43474327		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547395.1	background		GCF_048547395.1	SAMN43474326		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547415.1	background		GCF_048547415.1	SAMN43474325		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547455.1	background		GCF_048547455.1	SAMN43474323		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547475.1	background		GCF_048547475.1	SAMN43474322		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547495.1	background		GCF_048547495.1	SAMN43474321		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547515.1	background		GCF_048547515.1	SAMN43474320		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547535.1	background		GCF_048547535.1	SAMN43474319		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547555.1	background		GCF_048547555.1	SAMN43474318		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547585.1	background		GCF_048547585.1	SAMN43474316		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547635.1	background		GCF_048547635.1	SAMN43474315		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547655.1	background		GCF_048547655.1	SAMN43474312		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547675.1	background		GCF_048547675.1	SAMN43474313		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547695.1	background		GCF_048547695.1	SAMN43474311		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547755.1	background		GCF_048547755.1	SAMN43474308		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547775.1	background		GCF_048547775.1	SAMN43474307		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547915.1	background		GCF_048547915.1	SAMN43474300		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547935.1	background		GCF_048547935.1	SAMN43474299		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547955.1	background		GCF_048547955.1	SAMN43474298		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048547975.1	background		GCF_048547975.1	SAMN43474296		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048548015.1	background		GCF_048548015.1	SAMN43474295		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048548035.1	background		GCF_048548035.1	SAMN43474294		China:Zhejiang	2019	suppressed	NO	source:NCBI_background
GCF_048883625.1	background		GCF_048883625.1	SAMN39716352		China	2021	current	NO	source:NCBI_background
GCF_048883645.1	background		GCF_048883645.1	SAMN39716351		China	2021	current	NO	source:NCBI_background
GCF_048883665.1	background		GCF_048883665.1	SAMN39716350		China	2021	current	NO	source:NCBI_background
GCF_048883765.1	background		GCF_048883765.1	SAMN39716349		China	2021	current	NO	source:NCBI_background
GCF_048883785.1	background		GCF_048883785.1	SAMN39716347		China	2021	current	NO	source:NCBI_background
GCF_048883825.1	background		GCF_048883825.1	SAMN39716348		China	2021	current	NO	source:NCBI_background
GCF_048914355.1	background		GCF_048914355.1	SAMN45150202		missing: third party data	2024	current	NO	source:NCBI_background
GCF_048965765.1	background		GCF_048965765.1	SAMN39716346		China	2021	current	NO	source:NCBI_background
GCF_049197565.1	background		GCF_049197565.1	SAMN46862181		Singapore: St John's Island wharf	2022	current	NO	source:NCBI_background
GCF_049816165.1	background		GCF_049816165.1	SAMN47909042		China: Zhejiang	2021	current	NO	source:NCBI_background
GCF_049816605.1	background		GCF_049816605.1	SAMN47909286		China: Zhejiang	2023	current	NO	source:NCBI_background
GCF_049818045.1	background		GCF_049818045.1	SAMN47909301		China: Zhejiang	2019	current	NO	source:NCBI_background
GCF_050606185.1	background		GCF_050606185.1	SAMN42940261		China: Changsha	2023	current	NO	source:NCBI_background
GCF_050606205.1	background		GCF_050606205.1	SAMN42940239		China: Changsha	2023	current	NO	source:NCBI_background
GCF_050606225.1	background		GCF_050606225.1	SAMN42940231		China: Changsha	2022	current	NO	source:NCBI_background
GCF_050876025.1	background		GCF_050876025.1	SAMN48588255		Spain: Cadiz	2019	current	NO	source:NCBI_background
GCF_050876045.1	background		GCF_050876045.1	SAMN48588256		Spain: Cadiz	2021	current	NO	source:NCBI_background
GCF_050876055.1	background		GCF_050876055.1	SAMN48588252		Spain: Cadiz	2021	current	NO	source:NCBI_background
GCF_050876125.1	background		GCF_050876125.1	SAMN48588253		Spain: Cadiz	2022	current	NO	source:NCBI_background
GCF_050920865.1	background		GCF_050920865.1	SAMN48881381		China:Jiangsu Province	2023	current	NO	source:NCBI_background
GCF_051020645.1	background		GCF_051020645.1	SAMN44841003		USA: Maryland	2019	current	NO	source:NCBI_background
GCF_051020655.1	background		GCF_051020655.1	SAMN44841004		USA: Maryland	2019	current	NO	source:NCBI_background
GCF_051020685.1	background		GCF_051020685.1	SAMN44841002		USA: Maryland	2019	current	NO	source:NCBI_background
GCF_051028285.1	background		GCF_051028285.1	SAMN46323149		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028295.1	background		GCF_051028295.1	SAMN46323150		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028315.1	background		GCF_051028315.1	SAMN46323148		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028345.1	background		GCF_051028345.1	SAMN46323146		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028365.1	background		GCF_051028365.1	SAMN46323147		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028385.1	background		GCF_051028385.1	SAMN46323145		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028405.1	background		GCF_051028405.1	SAMN46323144		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028425.1	background		GCF_051028425.1	SAMN46323143		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028445.1	background		GCF_051028445.1	SAMN46323142		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028465.1	background		GCF_051028465.1	SAMN46323141		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028485.1	background		GCF_051028485.1	SAMN46323140		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028505.1	background		GCF_051028505.1	SAMN46323139		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028525.1	background		GCF_051028525.1	SAMN46323138		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028545.1	background		GCF_051028545.1	SAMN46323137		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028565.1	background		GCF_051028565.1	SAMN46323136		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028575.1	background		GCF_051028575.1	SAMN46323135		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028605.1	background		GCF_051028605.1	SAMN46323134		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028625.1	background		GCF_051028625.1	SAMN46323133		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028635.1	background		GCF_051028635.1	SAMN46323132		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028665.1	background		GCF_051028665.1	SAMN46323131		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028685.1	background		GCF_051028685.1	SAMN46323130		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028695.1	background		GCF_051028695.1	SAMN46323129		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028735.1	background		GCF_051028735.1	SAMN46323128		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028765.1	background		GCF_051028765.1	SAMN46323127		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028775.1	background		GCF_051028775.1	SAMN46323126		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028805.1	background		GCF_051028805.1	SAMN46323125		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051028825.1	background		GCF_051028825.1	SAMN46323124		China:Shanghai	2019	suppressed	NO	source:NCBI_background
GCF_051029265.1	background		GCF_051029265.1	SAMN46339038		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029285.1	background		GCF_051029285.1	SAMN46339036		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029305.1	background		GCF_051029305.1	SAMN46339037		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029325.1	background		GCF_051029325.1	SAMN46339035		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029345.1	background		GCF_051029345.1	SAMN46339034		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029365.1	background		GCF_051029365.1	SAMN46339033		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029385.1	background		GCF_051029385.1	SAMN46339032		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029405.1	background		GCF_051029405.1	SAMN46339031		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029425.1	background		GCF_051029425.1	SAMN46339030		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029445.1	background		GCF_051029445.1	SAMN46339029		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029465.1	background		GCF_051029465.1	SAMN46339028		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029485.1	background		GCF_051029485.1	SAMN46339027		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029505.1	background		GCF_051029505.1	SAMN46339026		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029545.1	background		GCF_051029545.1	SAMN46339024		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029565.1	background		GCF_051029565.1	SAMN46339025		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029605.1	background		GCF_051029605.1	SAMN46339021		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029625.1	background		GCF_051029625.1	SAMN46339022		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029645.1	background		GCF_051029645.1	SAMN46339020		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029665.1	background		GCF_051029665.1	SAMN46339018		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029685.1	background		GCF_051029685.1	SAMN46339019		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029705.1	background		GCF_051029705.1	SAMN46339017		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029725.1	background		GCF_051029725.1	SAMN46339016		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029745.1	background		GCF_051029745.1	SAMN46339015		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029765.1	background		GCF_051029765.1	SAMN46339014		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029785.1	background		GCF_051029785.1	SAMN46339013		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029805.1	background		GCF_051029805.1	SAMN46339011		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029825.1	background		GCF_051029825.1	SAMN46339012		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029845.1	background		GCF_051029845.1	SAMN46339010		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029865.1	background		GCF_051029865.1	SAMN46339009		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029885.1	background		GCF_051029885.1	SAMN46339008		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029905.1	background		GCF_051029905.1	SAMN46339007		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051029985.1	background		GCF_051029985.1	SAMN46339006		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030005.1	background		GCF_051030005.1	SAMN46339005		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030025.1	background		GCF_051030025.1	SAMN46339004		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030045.1	background		GCF_051030045.1	SAMN46339003		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030065.1	background		GCF_051030065.1	SAMN46339001		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030085.1	background		GCF_051030085.1	SAMN46339002		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030105.1	background		GCF_051030105.1	SAMN46339000		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030125.1	background		GCF_051030125.1	SAMN46338999		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030145.1	background		GCF_051030145.1	SAMN46338998		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030165.1	background		GCF_051030165.1	SAMN46338997		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030185.1	background		GCF_051030185.1	SAMN46338996		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030205.1	background		GCF_051030205.1	SAMN46338995		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030225.1	background		GCF_051030225.1	SAMN46338994		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030245.1	background		GCF_051030245.1	SAMN46338993		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030265.1	background		GCF_051030265.1	SAMN46338992		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030285.1	background		GCF_051030285.1	SAMN46338991		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030305.1	background		GCF_051030305.1	SAMN46338989		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030325.1	background		GCF_051030325.1	SAMN46338990		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030345.1	background		GCF_051030345.1	SAMN46338988		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030365.1	background		GCF_051030365.1	SAMN46338986		China:Shanghai	2021	suppressed	NO	source:NCBI_background
GCF_051030385.1	background		GCF_051030385.1	SAMN46338987		China:Shanghai	2021	suppressed	NO	source:NCBI_background
